Main Folder,Sensor Name Path,File Name,File Path,Sampling Frequency (Hz),Sensor Name
007_Fast_stbd_turn_1,007_Fast_stbd_turn_1\IMU\Sensor_wnb,mag_007_Fast_stbd_turn_1.csv,./007_Fast_stbd_turn_1\IMU\Sensor_wnb\mag_007_Fast_stbd_turn_1.csv,7.466481726254476,Sensor_wnb
009_Fast_port_turn_1,009_Fast_port_turn_1\GPS,GPS_009_Fast_port_turn_1.csv,./009_Fast_port_turn_1\GPS\GPS_009_Fast_port_turn_1.csv,1.0,GPS
009_Fast_port_turn_1,009_Fast_port_turn_1\IMU\Sensor_3,accel_009_Fast_port_turn_1.csv,./009_Fast_port_turn_1\IMU\Sensor_3\accel_009_Fast_port_turn_1.csv,200.0,Sensor_3
009_Fast_port_turn_1,009_Fast_port_turn_1\IMU\Sensor_3,angle_009_Fast_port_turn_1.csv,./009_Fast_port_turn_1\IMU\Sensor_3\angle_009_Fast_port_turn_1.csv,200.0,Sensor_3
009_Fast_port_turn_1,009_Fast_port_turn_1\IMU\Sensor_3,gyro_009_Fast_port_turn_1.csv,./009_Fast_port_turn_1\IMU\Sensor_3\gyro_009_Fast_port_turn_1.csv,200.0,Sensor_3
009_Fast_port_turn_1,009_Fast_port_turn_1\IMU\Sensor_3,mag_009_Fast_port_turn_1.csv,./009_Fast_port_turn_1\IMU\Sensor_3\mag_009_Fast_port_turn_1.csv,200.0,Sensor_3
009_Fast_port_turn_1,009_Fast_port_turn_1\IMU\Sensor_4,accel_009_Fast_port_turn_1.csv,./009_Fast_port_turn_1\IMU\Sensor_4\accel_009_Fast_port_turn_1.csv,200.0000001760697,Sensor_4
009_Fast_port_turn_1,009_Fast_port_turn_1\IMU\Sensor_4,angle_009_Fast_port_turn_1.csv,./009_Fast_port_turn_1\IMU\Sensor_4\angle_009_Fast_port_turn_1.csv,200.0000001760697,Sensor_4
009_Fast_port_turn_1,009_Fast_port_turn_1\IMU\Sensor_4,gyro_009_Fast_port_turn_1.csv,./009_Fast_port_turn_1\IMU\Sensor_4\gyro_009_Fast_port_turn_1.csv,200.0000001760697,Sensor_4
009_Fast_port_turn_1,009_Fast_port_turn_1\IMU\Sensor_4,mag_009_Fast_port_turn_1.csv,./009_Fast_port_turn_1\IMU\Sensor_4\mag_009_Fast_port_turn_1.csv,200.0000001760697,Sensor_4
009_Fast_port_turn_1,009_Fast_port_turn_1\IMU\Sensor_5,accel_009_Fast_port_turn_1.csv,./009_Fast_port_turn_1\IMU\Sensor_5\accel_009_Fast_port_turn_1.csv,200.00000017606953,Sensor_5
009_Fast_port_turn_1,009_Fast_port_turn_1\IMU\Sensor_5,angle_009_Fast_port_turn_1.csv,./009_Fast_port_turn_1\IMU\Sensor_5\angle_009_Fast_port_turn_1.csv,200.00000017606953,Sensor_5
009_Fast_port_turn_1,009_Fast_port_turn_1\IMU\Sensor_5,gyro_009_Fast_port_turn_1.csv,./009_Fast_port_turn_1\IMU\Sensor_5\gyro_009_Fast_port_turn_1.csv,200.00000017606953,Sensor_5
009_Fast_port_turn_1,009_Fast_port_turn_1\IMU\Sensor_5,mag_009_Fast_port_turn_1.csv,./009_Fast_port_turn_1\IMU\Sensor_5\mag_009_Fast_port_turn_1.csv,200.00000017606953,Sensor_5
009_Fast_port_turn_1,009_Fast_port_turn_1\IMU\Sensor_wb,accel_009_Fast_port_turn_1.csv,./009_Fast_port_turn_1\IMU\Sensor_wb\accel_009_Fast_port_turn_1.csv,100.38847656824137,Sensor_wb
009_Fast_port_turn_1,009_Fast_port_turn_1\IMU\Sensor_wb,angle_009_Fast_port_turn_1.csv,./009_Fast_port_turn_1\IMU\Sensor_wb\angle_009_Fast_port_turn_1.csv,100.38847656824137,Sensor_wb
009_Fast_port_turn_1,009_Fast_port_turn_1\IMU\Sensor_wb,gyro_009_Fast_port_turn_1.csv,./009_Fast_port_turn_1\IMU\Sensor_wb\gyro_009_Fast_port_turn_1.csv,100.38847656824137,Sensor_wb
009_Fast_port_turn_1,009_Fast_port_turn_1\IMU\Sensor_wb,mag_009_Fast_port_turn_1.csv,./009_Fast_port_turn_1\IMU\Sensor_wb\mag_009_Fast_port_turn_1.csv,100.38847656824137,Sensor_wb
009_Fast_port_turn_1,009_Fast_port_turn_1\IMU\Sensor_wnb,accel_009_Fast_port_turn_1.csv,./009_Fast_port_turn_1\IMU\Sensor_wnb\accel_009_Fast_port_turn_1.csv,7.426238166129333,Sensor_wnb
009_Fast_port_turn_1,009_Fast_port_turn_1\IMU\Sensor_wnb,angle_009_Fast_port_turn_1.csv,./009_Fast_port_turn_1\IMU\Sensor_wnb\angle_009_Fast_port_turn_1.csv,7.426238166129333,Sensor_wnb
009_Fast_port_turn_1,009_Fast_port_turn_1\IMU\Sensor_wnb,gyro_009_Fast_port_turn_1.csv,./009_Fast_port_turn_1\IMU\Sensor_wnb\gyro_009_Fast_port_turn_1.csv,7.426238166129333,Sensor_wnb
009_Fast_port_turn_1,009_Fast_port_turn_1\IMU\Sensor_wnb,mag_009_Fast_port_turn_1.csv,./009_Fast_port_turn_1\IMU\Sensor_wnb\mag_009_Fast_port_turn_1.csv,7.426238166129333,Sensor_wnb
011_Static_stbd_1,011_Static_stbd_1\GPS,GPS_011_Static_stbd_1.csv,./011_Static_stbd_1\GPS\GPS_011_Static_stbd_1.csv,1.0,GPS
011_Static_stbd_1,011_Static_stbd_1\IMU\Sensor_3,accel_011_Static_stbd_1.csv,./011_Static_stbd_1\IMU\Sensor_3\accel_011_Static_stbd_1.csv,200.0,Sensor_3
011_Static_stbd_1,011_Static_stbd_1\IMU\Sensor_3,angle_011_Static_stbd_1.csv,./011_Static_stbd_1\IMU\Sensor_3\angle_011_Static_stbd_1.csv,200.0,Sensor_3
011_Static_stbd_1,011_Static_stbd_1\IMU\Sensor_3,gyro_011_Static_stbd_1.csv,./011_Static_stbd_1\IMU\Sensor_3\gyro_011_Static_stbd_1.csv,200.0,Sensor_3
011_Static_stbd_1,011_Static_stbd_1\IMU\Sensor_3,mag_011_Static_stbd_1.csv,./011_Static_stbd_1\IMU\Sensor_3\mag_011_Static_stbd_1.csv,200.0,Sensor_3
011_Static_stbd_1,011_Static_stbd_1\IMU\Sensor_4,accel_011_Static_stbd_1.csv,./011_Static_stbd_1\IMU\Sensor_4\accel_011_Static_stbd_1.csv,200.00000041618662,Sensor_4
011_Static_stbd_1,011_Static_stbd_1\IMU\Sensor_4,angle_011_Static_stbd_1.csv,./011_Static_stbd_1\IMU\Sensor_4\angle_011_Static_stbd_1.csv,200.00000041618662,Sensor_4
011_Static_stbd_1,011_Static_stbd_1\IMU\Sensor_4,gyro_011_Static_stbd_1.csv,./011_Static_stbd_1\IMU\Sensor_4\gyro_011_Static_stbd_1.csv,200.00000041618662,Sensor_4
011_Static_stbd_1,011_Static_stbd_1\IMU\Sensor_4,mag_011_Static_stbd_1.csv,./011_Static_stbd_1\IMU\Sensor_4\mag_011_Static_stbd_1.csv,200.00000041618662,Sensor_4
011_Static_stbd_1,011_Static_stbd_1\IMU\Sensor_5,accel_011_Static_stbd_1.csv,./011_Static_stbd_1\IMU\Sensor_5\accel_011_Static_stbd_1.csv,200.00000041618662,Sensor_5
011_Static_stbd_1,011_Static_stbd_1\IMU\Sensor_5,angle_011_Static_stbd_1.csv,./011_Static_stbd_1\IMU\Sensor_5\angle_011_Static_stbd_1.csv,200.00000041618662,Sensor_5
011_Static_stbd_1,011_Static_stbd_1\IMU\Sensor_5,gyro_011_Static_stbd_1.csv,./011_Static_stbd_1\IMU\Sensor_5\gyro_011_Static_stbd_1.csv,200.00000041618662,Sensor_5
011_Static_stbd_1,011_Static_stbd_1\IMU\Sensor_5,mag_011_Static_stbd_1.csv,./011_Static_stbd_1\IMU\Sensor_5\mag_011_Static_stbd_1.csv,200.00000041618662,Sensor_5
011_Static_stbd_1,011_Static_stbd_1\IMU\Sensor_wb,accel_011_Static_stbd_1.csv,./011_Static_stbd_1\IMU\Sensor_wb\accel_011_Static_stbd_1.csv,100.36370247395631,Sensor_wb
011_Static_stbd_1,011_Static_stbd_1\IMU\Sensor_wb,angle_011_Static_stbd_1.csv,./011_Static_stbd_1\IMU\Sensor_wb\angle_011_Static_stbd_1.csv,100.36370247395631,Sensor_wb
011_Static_stbd_1,011_Static_stbd_1\IMU\Sensor_wb,gyro_011_Static_stbd_1.csv,./011_Static_stbd_1\IMU\Sensor_wb\gyro_011_Static_stbd_1.csv,100.36370247395631,Sensor_wb
011_Static_stbd_1,011_Static_stbd_1\IMU\Sensor_wb,mag_011_Static_stbd_1.csv,./011_Static_stbd_1\IMU\Sensor_wb\mag_011_Static_stbd_1.csv,100.36370247395631,Sensor_wb
011_Static_stbd_1,011_Static_stbd_1\IMU\Sensor_wnb,accel_011_Static_stbd_1.csv,./011_Static_stbd_1\IMU\Sensor_wnb\accel_011_Static_stbd_1.csv,7.288336881389946,Sensor_wnb
011_Static_stbd_1,011_Static_stbd_1\IMU\Sensor_wnb,angle_011_Static_stbd_1.csv,./011_Static_stbd_1\IMU\Sensor_wnb\angle_011_Static_stbd_1.csv,7.288336881389946,Sensor_wnb
011_Static_stbd_1,011_Static_stbd_1\IMU\Sensor_wnb,gyro_011_Static_stbd_1.csv,./011_Static_stbd_1\IMU\Sensor_wnb\gyro_011_Static_stbd_1.csv,7.288336881389946,Sensor_wnb
011_Static_stbd_1,011_Static_stbd_1\IMU\Sensor_wnb,mag_011_Static_stbd_1.csv,./011_Static_stbd_1\IMU\Sensor_wnb\mag_011_Static_stbd_1.csv,7.288336881389946,Sensor_wnb
012_Static_port_1,012_Static_port_1\GPS,GPS_012_Static_port_1.csv,./012_Static_port_1\GPS\GPS_012_Static_port_1.csv,1.0,GPS
012_Static_port_1,012_Static_port_1\IMU\Sensor_3,accel_012_Static_port_1.csv,./012_Static_port_1\IMU\Sensor_3\accel_012_Static_port_1.csv,200.0,Sensor_3
012_Static_port_1,012_Static_port_1\IMU\Sensor_3,angle_012_Static_port_1.csv,./012_Static_port_1\IMU\Sensor_3\angle_012_Static_port_1.csv,200.0,Sensor_3
012_Static_port_1,012_Static_port_1\IMU\Sensor_3,gyro_012_Static_port_1.csv,./012_Static_port_1\IMU\Sensor_3\gyro_012_Static_port_1.csv,200.0,Sensor_3
012_Static_port_1,012_Static_port_1\IMU\Sensor_3,mag_012_Static_port_1.csv,./012_Static_port_1\IMU\Sensor_3\mag_012_Static_port_1.csv,200.0,Sensor_3
012_Static_port_1,012_Static_port_1\IMU\Sensor_4,accel_012_Static_port_1.csv,./012_Static_port_1\IMU\Sensor_4\accel_012_Static_port_1.csv,200.00000028612018,Sensor_4
012_Static_port_1,012_Static_port_1\IMU\Sensor_4,angle_012_Static_port_1.csv,./012_Static_port_1\IMU\Sensor_4\angle_012_Static_port_1.csv,200.00000028612018,Sensor_4
012_Static_port_1,012_Static_port_1\IMU\Sensor_4,gyro_012_Static_port_1.csv,./012_Static_port_1\IMU\Sensor_4\gyro_012_Static_port_1.csv,200.00000028612018,Sensor_4
012_Static_port_1,012_Static_port_1\IMU\Sensor_4,mag_012_Static_port_1.csv,./012_Static_port_1\IMU\Sensor_4\mag_012_Static_port_1.csv,200.00000028612018,Sensor_4
012_Static_port_1,012_Static_port_1\IMU\Sensor_5,accel_012_Static_port_1.csv,./012_Static_port_1\IMU\Sensor_5\accel_012_Static_port_1.csv,200.00000028612018,Sensor_5
012_Static_port_1,012_Static_port_1\IMU\Sensor_5,angle_012_Static_port_1.csv,./012_Static_port_1\IMU\Sensor_5\angle_012_Static_port_1.csv,200.00000028612018,Sensor_5
012_Static_port_1,012_Static_port_1\IMU\Sensor_5,gyro_012_Static_port_1.csv,./012_Static_port_1\IMU\Sensor_5\gyro_012_Static_port_1.csv,200.00000028612018,Sensor_5
012_Static_port_1,012_Static_port_1\IMU\Sensor_5,mag_012_Static_port_1.csv,./012_Static_port_1\IMU\Sensor_5\mag_012_Static_port_1.csv,200.00000028612018,Sensor_5
012_Static_port_1,012_Static_port_1\IMU\Sensor_wb,accel_012_Static_port_1.csv,./012_Static_port_1\IMU\Sensor_wb\accel_012_Static_port_1.csv,100.37504686889297,Sensor_wb
012_Static_port_1,012_Static_port_1\IMU\Sensor_wb,angle_012_Static_port_1.csv,./012_Static_port_1\IMU\Sensor_wb\angle_012_Static_port_1.csv,100.37504686889297,Sensor_wb
012_Static_port_1,012_Static_port_1\IMU\Sensor_wb,gyro_012_Static_port_1.csv,./012_Static_port_1\IMU\Sensor_wb\gyro_012_Static_port_1.csv,100.37504686889297,Sensor_wb
012_Static_port_1,012_Static_port_1\IMU\Sensor_wb,mag_012_Static_port_1.csv,./012_Static_port_1\IMU\Sensor_wb\mag_012_Static_port_1.csv,100.37504686889297,Sensor_wb
012_Static_port_1,012_Static_port_1\IMU\Sensor_wnb,accel_012_Static_port_1.csv,./012_Static_port_1\IMU\Sensor_wnb\accel_012_Static_port_1.csv,7.32669546110033,Sensor_wnb
012_Static_port_1,012_Static_port_1\IMU\Sensor_wnb,angle_012_Static_port_1.csv,./012_Static_port_1\IMU\Sensor_wnb\angle_012_Static_port_1.csv,7.32669546110033,Sensor_wnb
012_Static_port_1,012_Static_port_1\IMU\Sensor_wnb,gyro_012_Static_port_1.csv,./012_Static_port_1\IMU\Sensor_wnb\gyro_012_Static_port_1.csv,7.32669546110033,Sensor_wnb
012_Static_port_1,012_Static_port_1\IMU\Sensor_wnb,mag_012_Static_port_1.csv,./012_Static_port_1\IMU\Sensor_wnb\mag_012_Static_port_1.csv,7.32669546110033,Sensor_wnb
013_Static_port_2,013_Static_port_2\GPS,GPS_013_Static_port_2.csv,./013_Static_port_2\GPS\GPS_013_Static_port_2.csv,1.0,GPS
013_Static_port_2,013_Static_port_2\IMU\Sensor_3,accel_013_Static_port_2.csv,./013_Static_port_2\IMU\Sensor_3\accel_013_Static_port_2.csv,200.0,Sensor_3
013_Static_port_2,013_Static_port_2\IMU\Sensor_3,angle_013_Static_port_2.csv,./013_Static_port_2\IMU\Sensor_3\angle_013_Static_port_2.csv,200.0,Sensor_3
013_Static_port_2,013_Static_port_2\IMU\Sensor_3,gyro_013_Static_port_2.csv,./013_Static_port_2\IMU\Sensor_3\gyro_013_Static_port_2.csv,200.0,Sensor_3
013_Static_port_2,013_Static_port_2\IMU\Sensor_3,mag_013_Static_port_2.csv,./013_Static_port_2\IMU\Sensor_3\mag_013_Static_port_2.csv,200.0,Sensor_3
013_Static_port_2,013_Static_port_2\IMU\Sensor_4,accel_013_Static_port_2.csv,./013_Static_port_2\IMU\Sensor_4\accel_013_Static_port_2.csv,200.0000003366157,Sensor_4
013_Static_port_2,013_Static_port_2\IMU\Sensor_4,angle_013_Static_port_2.csv,./013_Static_port_2\IMU\Sensor_4\angle_013_Static_port_2.csv,200.0000003366157,Sensor_4
013_Static_port_2,013_Static_port_2\IMU\Sensor_4,gyro_013_Static_port_2.csv,./013_Static_port_2\IMU\Sensor_4\gyro_013_Static_port_2.csv,200.0000003366157,Sensor_4
013_Static_port_2,013_Static_port_2\IMU\Sensor_4,mag_013_Static_port_2.csv,./013_Static_port_2\IMU\Sensor_4\mag_013_Static_port_2.csv,200.0000003366157,Sensor_4
013_Static_port_2,013_Static_port_2\IMU\Sensor_5,accel_013_Static_port_2.csv,./013_Static_port_2\IMU\Sensor_5\accel_013_Static_port_2.csv,200.0000003366157,Sensor_5
013_Static_port_2,013_Static_port_2\IMU\Sensor_5,angle_013_Static_port_2.csv,./013_Static_port_2\IMU\Sensor_5\angle_013_Static_port_2.csv,200.0000003366157,Sensor_5
013_Static_port_2,013_Static_port_2\IMU\Sensor_5,gyro_013_Static_port_2.csv,./013_Static_port_2\IMU\Sensor_5\gyro_013_Static_port_2.csv,200.0000003366157,Sensor_5
013_Static_port_2,013_Static_port_2\IMU\Sensor_5,mag_013_Static_port_2.csv,./013_Static_port_2\IMU\Sensor_5\mag_013_Static_port_2.csv,200.0000003366157,Sensor_5
013_Static_port_2,013_Static_port_2\IMU\Sensor_wb,accel_013_Static_port_2.csv,./013_Static_port_2\IMU\Sensor_wb\accel_013_Static_port_2.csv,100.33095516076152,Sensor_wb
013_Static_port_2,013_Static_port_2\IMU\Sensor_wb,angle_013_Static_port_2.csv,./013_Static_port_2\IMU\Sensor_wb\angle_013_Static_port_2.csv,100.33095516076152,Sensor_wb
013_Static_port_2,013_Static_port_2\IMU\Sensor_wb,gyro_013_Static_port_2.csv,./013_Static_port_2\IMU\Sensor_wb\gyro_013_Static_port_2.csv,100.33095516076152,Sensor_wb
013_Static_port_2,013_Static_port_2\IMU\Sensor_wb,mag_013_Static_port_2.csv,./013_Static_port_2\IMU\Sensor_wb\mag_013_Static_port_2.csv,100.33095516076152,Sensor_wb
013_Static_port_2,013_Static_port_2\IMU\Sensor_wnb,accel_013_Static_port_2.csv,./013_Static_port_2\IMU\Sensor_wnb\accel_013_Static_port_2.csv,7.371842475313041,Sensor_wnb
013_Static_port_2,013_Static_port_2\IMU\Sensor_wnb,angle_013_Static_port_2.csv,./013_Static_port_2\IMU\Sensor_wnb\angle_013_Static_port_2.csv,7.371842475313041,Sensor_wnb
013_Static_port_2,013_Static_port_2\IMU\Sensor_wnb,gyro_013_Static_port_2.csv,./013_Static_port_2\IMU\Sensor_wnb\gyro_013_Static_port_2.csv,7.371842475313041,Sensor_wnb
013_Static_port_2,013_Static_port_2\IMU\Sensor_wnb,mag_013_Static_port_2.csv,./013_Static_port_2\IMU\Sensor_wnb\mag_013_Static_port_2.csv,7.371842475313041,Sensor_wnb
014_Static_stbd_2,014_Static_stbd_2\GPS,GPS_014_Static_stbd_2.csv,./014_Static_stbd_2\GPS\GPS_014_Static_stbd_2.csv,0.9999855074564141,GPS
014_Static_stbd_2,014_Static_stbd_2\IMU\Sensor_3,accel_014_Static_stbd_2.csv,./014_Static_stbd_2\IMU\Sensor_3\accel_014_Static_stbd_2.csv,200.0,Sensor_3
014_Static_stbd_2,014_Static_stbd_2\IMU\Sensor_3,angle_014_Static_stbd_2.csv,./014_Static_stbd_2\IMU\Sensor_3\angle_014_Static_stbd_2.csv,200.0,Sensor_3
014_Static_stbd_2,014_Static_stbd_2\IMU\Sensor_3,gyro_014_Static_stbd_2.csv,./014_Static_stbd_2\IMU\Sensor_3\gyro_014_Static_stbd_2.csv,200.0,Sensor_3
014_Static_stbd_2,014_Static_stbd_2\IMU\Sensor_3,mag_014_Static_stbd_2.csv,./014_Static_stbd_2\IMU\Sensor_3\mag_014_Static_stbd_2.csv,200.0,Sensor_3
014_Static_stbd_2,014_Static_stbd_2\IMU\Sensor_4,accel_014_Static_stbd_2.csv,./014_Static_stbd_2\IMU\Sensor_4\accel_014_Static_stbd_2.csv,200.00000032699742,Sensor_4
014_Static_stbd_2,014_Static_stbd_2\IMU\Sensor_4,angle_014_Static_stbd_2.csv,./014_Static_stbd_2\IMU\Sensor_4\angle_014_Static_stbd_2.csv,200.00000032699742,Sensor_4
014_Static_stbd_2,014_Static_stbd_2\IMU\Sensor_4,gyro_014_Static_stbd_2.csv,./014_Static_stbd_2\IMU\Sensor_4\gyro_014_Static_stbd_2.csv,200.00000032699742,Sensor_4
014_Static_stbd_2,014_Static_stbd_2\IMU\Sensor_4,mag_014_Static_stbd_2.csv,./014_Static_stbd_2\IMU\Sensor_4\mag_014_Static_stbd_2.csv,200.00000032699742,Sensor_4
014_Static_stbd_2,014_Static_stbd_2\IMU\Sensor_5,accel_014_Static_stbd_2.csv,./014_Static_stbd_2\IMU\Sensor_5\accel_014_Static_stbd_2.csv,200.00000032699742,Sensor_5
014_Static_stbd_2,014_Static_stbd_2\IMU\Sensor_5,angle_014_Static_stbd_2.csv,./014_Static_stbd_2\IMU\Sensor_5\angle_014_Static_stbd_2.csv,200.00000032699742,Sensor_5
014_Static_stbd_2,014_Static_stbd_2\IMU\Sensor_5,gyro_014_Static_stbd_2.csv,./014_Static_stbd_2\IMU\Sensor_5\gyro_014_Static_stbd_2.csv,200.00000032699742,Sensor_5
014_Static_stbd_2,014_Static_stbd_2\IMU\Sensor_5,mag_014_Static_stbd_2.csv,./014_Static_stbd_2\IMU\Sensor_5\mag_014_Static_stbd_2.csv,200.00000032699742,Sensor_5
014_Static_stbd_2,014_Static_stbd_2\IMU\Sensor_wb,accel_014_Static_stbd_2.csv,./014_Static_stbd_2\IMU\Sensor_wb\accel_014_Static_stbd_2.csv,100.32861836038279,Sensor_wb
014_Static_stbd_2,014_Static_stbd_2\IMU\Sensor_wb,angle_014_Static_stbd_2.csv,./014_Static_stbd_2\IMU\Sensor_wb\angle_014_Static_stbd_2.csv,100.32861836038279,Sensor_wb
014_Static_stbd_2,014_Static_stbd_2\IMU\Sensor_wb,gyro_014_Static_stbd_2.csv,./014_Static_stbd_2\IMU\Sensor_wb\gyro_014_Static_stbd_2.csv,100.32861836038279,Sensor_wb
014_Static_stbd_2,014_Static_stbd_2\IMU\Sensor_wb,mag_014_Static_stbd_2.csv,./014_Static_stbd_2\IMU\Sensor_wb\mag_014_Static_stbd_2.csv,100.32861836038279,Sensor_wb
014_Static_stbd_2,014_Static_stbd_2\IMU\Sensor_wnb,accel_014_Static_stbd_2.csv,./014_Static_stbd_2\IMU\Sensor_wnb\accel_014_Static_stbd_2.csv,7.447189574989509,Sensor_wnb
014_Static_stbd_2,014_Static_stbd_2\IMU\Sensor_wnb,angle_014_Static_stbd_2.csv,./014_Static_stbd_2\IMU\Sensor_wnb\angle_014_Static_stbd_2.csv,7.447189574989509,Sensor_wnb
014_Static_stbd_2,014_Static_stbd_2\IMU\Sensor_wnb,gyro_014_Static_stbd_2.csv,./014_Static_stbd_2\IMU\Sensor_wnb\gyro_014_Static_stbd_2.csv,7.447189574989509,Sensor_wnb
014_Static_stbd_2,014_Static_stbd_2\IMU\Sensor_wnb,mag_014_Static_stbd_2.csv,./014_Static_stbd_2\IMU\Sensor_wnb\mag_014_Static_stbd_2.csv,7.447189574989509,Sensor_wnb
015_Skirt_shift_turns,015_Skirt_shift_turns\GPS,GPS_015_Skirt_shift_turns.csv,./015_Skirt_shift_turns\GPS\GPS_015_Skirt_shift_turns.csv,1.0,GPS
015_Skirt_shift_turns,015_Skirt_shift_turns\Sensor_3,accel_015_Skirt_shift_turns.csv,./015_Skirt_shift_turns\Sensor_3\accel_015_Skirt_shift_turns.csv,200.00000014578924,Sensor_3
015_Skirt_shift_turns,015_Skirt_shift_turns\Sensor_3,angle_015_Skirt_shift_turns.csv,./015_Skirt_shift_turns\Sensor_3\angle_015_Skirt_shift_turns.csv,200.00000014578924,Sensor_3
